region,city,ageband,population,totpop,site
Northeast,Bacabal,70-79,3119,100014,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2101202__bacabal/
Northeast,Bacabal,80+,1539,100014,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2101202__bacabal/
South,Florianópolis,0-9,46812,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,10-19,61166,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,20-29,85072,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,30-39,70742,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,40-49,60537,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,50-59,48488,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,60-69,27712,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,70-79,13927,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
South,Florianópolis,80+,6784,421240,https://www.citypopulation.de/en/brazil/regiaosud/admin/santa_catarina/4205407__florian%C3%B3polis/
North,Altamira,0-9,19445,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,10-19,21225,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,20-29,19240,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,30-39,15073,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,40-49,10654,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,50-59,6900,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,60-69,3779,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,70-79,1945,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
North,Altamira,80+,814,99075,https://www.citypopulation.de/en/brazil/regiaonorte/admin/par%C3%A1/1500602__altamira/
Southeast,Petrópolis,0-9,36872,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,10-19,47770,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,20-29,45869,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,30-39,44754,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,40-49,43380,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,50-59,34587,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,60-69,23268,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,70-79,13162,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Petrópolis,80+,6255,295917,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/rio_de_janeiro/3303906__petr%C3%B3polis/
Southeast,Ribeirão Preto,0-9,74015,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,10-19,90694,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,20-29,115400,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,30-39,98114,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,40-49,82807,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,50-59,67380,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,60-69,41259,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,70-79,23616,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Ribeirão Preto,80+,11397,604682,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/s%C3%A3o_paulo/3543402__ribeir%C3%A3o_preto/
Southeast,Teófilo Otoni,0-9,19657,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,10-19,23866,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,20-29,23531,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,30-39,20222,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,40-49,17508,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,50-59,12996,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,60-69,8642,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,70-79,5516,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
Southeast,Teófilo Otoni,80+,2807,134745,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3168606__te%C3%B3filo_otoni/
South,Cascavel,0-9,40398,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,10-19,51566,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,20-29,53969,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,30-39,46545,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,40-49,40217,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,50-59,27795,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,60-69,15294,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,70-79,7544,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
South,Cascavel,80+,2877,286205,https://www.citypopulation.de/en/brazil/regiaosud/admin/paran%C3%A1/4104808__cascavel/
North,Cruzeiro do Sul,0-9,18043,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,10-19,18800,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,20-29,14943,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,30-39,10842,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,40-49,6460,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,50-59,4381,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,60-69,2787,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,70-79,1490,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
North,Cruzeiro do Sul,80+,761,78507,https://www.citypopulation.de/en/brazil/regiaonorte/admin/acre/1200203__cruzeiro_do_sul/
Northeast,Presidente Dutra,0-9,8028,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,10-19,9440,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,20-29,8502,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,30-39,6333,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,40-49,4792,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,50-59,3479,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,60-69,2193,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,70-79,1304,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Northeast,Presidente Dutra,80+,660,44731,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/maranh%C3%A3o/2109106__presidente_dutra/
Southeast,Juiz de Fora,0-9,60469,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,10-19,80160,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,20-29,89845,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,30-39,76696,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,40-49,75481,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,50-59,63308,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,60-69,38163,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,70-79,21240,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Juiz de Fora,80+,10885,516247,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3136702__juiz_de_fora/
Southeast,Patos de Minas,0-9,17169,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,10-19,23046,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,20-29,23519,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,30-39,21978,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,40-49,20869,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,50-59,15618,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,60-69,9185,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,70-79,5114,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Southeast,Patos de Minas,80+,2212,138710,https://www.citypopulation.de/en/brazil/regiaosudeste/admin/minas_gerais/3148004__patos_de_minas/
Northeast,Teresina,0-9,120551,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,10-19,145167,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,20-29,170855,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,30-39,134107,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,40-49,102694,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,50-59,71734,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,60-69,38760,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,70-79,20215,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
Northeast,Teresina,80+,10147,814230,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/piau%C3%AD/2211001__teresina/
South,Passo Fundo,0-9,24472,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,10-19,30750,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,20-29,34008,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,30-39,27679,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,40-49,25319,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,50-59,20669,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,60-69,12121,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,70-79,6835,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
South,Passo Fundo,80+,2973,184826,https://www.citypopulation.de/en/brazil/regiaosud/admin/rio_grande_do_sul/4314100__passo_fundo/
Northeast,Aracaju,0-9,81115,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,10-19,95830,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,20-29,117227,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,30-39,97000,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,40-49,75951,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,50-59,52139,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,60-69,29571,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,70-79,14585,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
Northeast,Aracaju,80+,7731,571149,https://www.citypopulation.de/en/brazil/regiaonordeste/admin/sergipe/2800308__aracaju/
